name,rate,rnk
Ner Israel Rabbinical College,0.373802804,1601.0
Notre Dame of Maryland University,0.504362609,1020.0
Salisbury University,0.670942396,415.0
St Mary's College of Maryland,0.799337668,172.0
Sojourner-Douglass College,0.205351786,2157.0
St John's College,0.651713103,486.0
Towson University,0.656359865,473.0
Stevenson University,0.60389166,624.0
Washington College,0.685533962,379.0
McDaniel College,0.725667432,302.0
American International College,0.425577679,1360.0
Amherst College,0.952425,12.0
Anna Maria College,0.46924738,1179.0
Assumption College,0.737619149,282.0
Babson College,0.90403683,53.0
Boston Baptist College,0.342862857,1738.0
Bay Path College,0.534706647,904.0
Bay State College,0.38288419,1558.0
Becker College,0.314315209,1845.0
Bentley University,0.857390547,92.0
Berklee College of Music,0.542561878,880.0
Boston Architectural College,0.078016312,2347.0
Boston College,0.917417661,44.0
The Boston Conservatory,0.65744083,469.0
Boston University,0.841964471,113.0
Brandeis University,0.897620956,59.0
Bridgewater State University,0.56056532,795.0
Cambridge College,0.022435393,2372.0
Laboure College,0.333333333,1776.0
Clark University,0.803497181,163.0
Curry College,0.438938111,1301.0
Dean College,0.428037269,1351.0
Eastern Nazarene College,0.477861947,1138.0
Emerson College,0.815905605,143.0
Emmanuel College,0.579642517,715.0
Endicott College,0.716635783,313.0
Fisher College,0.395786482,1496.0
Fitchburg State University,0.50560575,1017.0
Framingham State University,0.510747661,989.0
Benjamin Franklin Institute of Technology,0.522174138,954.0
Gordon College,0.720577938,309.0
Hampshire College,0.649144558,492.0
Harvard University,0.972133183,2.0
Hellenic College-Holy Cross Greek Orthodox School of Theology,0.487839024,1092.0
College of the Holy Cross,0.921677468,40.0
Lasell College,0.488342331,1088.0
Lesley University,0.46129226,1214.0
University of Massachusetts-Lowell,0.54036112,886.0
Marian Court College,0.5091,999.0
University of Massachusetts-Amherst,0.71455393,316.0
University of Massachusetts-Boston,0.409232962,1439.0
MCPHS University,0.72873138,295.0
Massachusetts College of Art and Design,0.688838935,369.0
Massachusetts Institute of Technology,0.929442098,29.0
Massachusetts Maritime Academy,0.639254118,517.0
Merrimack College,0.621416509,574.0
Montserrat College of Art,0.570438732,749.0
Mount Holyoke College,0.816311621,142.0
Mount Ida College,0.404442673,1461.0
School of the Museum of Fine Arts-Boston,0.557382787,811.0
The New England Conservatory of Music,0.843753125,109.0
Newbury College,0.373232394,1607.0
Nichols College,0.479846684,1129.0
Massachusetts College of Liberal Arts,0.519751027,963.0
The New England Institute of Art,0.351038963,1696.0
Northeastern University,0.805307854,160.0
College of Our Lady of the Elms,0.684229363,383.0
Pine Manor College,0.316530473,1839.0
Regis College,0.497692857,1044.0
Salem State University,0.454822263,1235.0
Simmons College,0.689508729,367.0
Bard College at Simon's Rock,0.637532686,524.0
Smith College,0.857046275,94.0
Springfield College,0.67414,408.0
University of Massachusetts-Dartmouth,0.494293695,1057.0
Stonehill College,0.827630886,127.0
Suffolk University,0.555493601,823.0
Tufts University,0.922286415,38.0
Wellesley College,0.915819218,45.0
Wentworth Institute of Technology,0.634016769,537.0
Western New England University,0.607547765,609.0
Westfield State University,0.592189709,663.0
Wheaton College,0.787443237,192.0
Wheelock College,0.560767742,794.0
Williams College,0.958969776,7.0
Worcester Polytechnic Institute,0.823647345,135.0
Worcester State University,0.498862082,1041.0
Adrian College,0.564354545,779.0
Albion College,0.726546939,299.0
Alma College,0.636151752,530.0
Andrews University,0.595789935,645.0
Aquinas College,0.563367252,784.0
Baker College of Owosso,0.150029077,2251.0
Baker College of Flint,0.124194305,2298.0
Calvin College,0.749299026,256.0
Central Michigan University,0.582397571,705.0
Cleary University,0.309358993,1879.0
Concordia University-Ann Arbor,0.475709709,1146.0
College for Creative Studies,0.564788889,775.0
Davenport University,0.367971823,1625.0
University of Detroit Mercy,0.569438095,757.0
Eastern Michigan University,0.37827535,1577.0
Ferris State University,0.437879135,1307.0
Kettering University,0.585665473,689.0
Grace Bible College,0.5244,941.0
Cornerstone University,0.453923586,1239.0
Grand Valley State University,0.675498372,402.0
Great Lakes Christian College,0.285723077,1964.0
Hope College,0.777697558,208.0
ITT Technical Institute-Wyoming,0.349219048,1710.0
Kalamazoo College,0.79110903,185.0
Lake Superior State University,0.400866089,1477.0
Lawrence Technological University,0.505121233,1018.0
Madonna University,0.41175,1424.0
Marygrove College,0.235014,2096.0
Rochester College,0.392358373,1517.0
University of Michigan-Ann Arbor,0.903062002,54.0
Michigan State University,0.782394627,202.0
Michigan Technological University,0.653076156,481.0
University of Michigan-Dearborn,0.517859074,966.0
University of Michigan-Flint,0.375086072,1595.0
Baker College of Muskegon,0.164976281,2222.0
Northern Michigan University,0.461766839,1212.0
Northwestern Michigan College,0.1519,2248.0
Northwood University-Michigan,0.55170538,839.0
Oakland University,0.431533704,1327.0
Olivet College,0.429703448,1338.0
Kuyper College,0.486737168,1098.0
Saginaw Valley State University,0.386548433,1546.0
Siena Heights University,0.429372881,1342.0
Spring Arbor University,0.547657143,857.0
Finlandia University,0.456425641,1228.0
Wayne State University,0.30358985,1903.0
Western Michigan University,0.55283064,830.0
Academy College,0.44262623,1286.0
Augsburg College,0.617848759,583.0
Bemidji State University,0.467952268,1186.0
Bethany Lutheran College,0.50285,1025.0
Bethel University,0.711291272,324.0
Carleton College,0.929907799,28.0
Concordia College at Moorhead,0.697420039,352.0
Concordia University-Saint Paul,0.4649885,1199.0
Martin Luther College,0.75074956,253.0
Duluth Business University,0.326278014,1800.0
Globe University-Woodbury,0.322574194,1816.0
Gustavus Adolphus College,0.826650667,129.0
Hamline University,0.64677133,499.0
The Art Institutes International-Minnesota,0.369982081,1620.0
Macalester College,0.886394726,68.0
Minnesota State University-Mankato,0.506567343,1013.0
Argosy University-Twin Cities,0.319359664,1828.0
Metropolitan State University,0.34283619,1739.0
University of Minnesota-Twin Cities,0.741513322,276.0
University of Minnesota-Crookston,0.45386383,1240.0
Minneapolis College of Art and Design,0.603508421,627.0
Herzing University-Minneapolis,0.746028571,265.0
Crossroads College,0.396224528,1491.0
University of Minnesota-Duluth,0.561489149,792.0
University of Minnesota-Morris,0.619071293,582.0
Minnesota School of Business-Richfield,0.302613158,1907.0
Minnesota State University-Moorhead,0.463292167,1208.0
National American University-Roseville,0.280692982,1975.0
Brown College-Mendota Heights,0.517235961,969.0
North Central University,0.464479355,1202.0
University of Northwestern-St Paul,0.678709961,396.0
Northwestern Health Sciences University,0.73913913,279.0
Oak Hills Christian College,0.469412245,1178.0
College of Saint Benedict,0.813136818,148.0
Saint Cloud State University,0.487120424,1097.0
Saint Johns University,0.782816438,199.0
Saint Mary's University of Minnesota,0.582675711,704.0
St Olaf College,0.867104342,84.0
Crown College,0.526827517,935.0
The College of Saint Scholastica,0.665337653,438.0
University of St Thomas,0.747619533,260.0
St Catherine University,0.544799153,872.0
Rasmussen College-Minnesota,0.365913408,1632.0
Southwest Minnesota State University,0.419758524,1388.0
Dunwoody College of Technology,0.412166454,1423.0
Winona State University,0.54935444,846.0
Alcorn State University,0.333331161,1777.0
Belhaven University,0.443741309,1281.0
Blue Mountain College,0.47872766,1132.0
Delta State University,0.361926667,1645.0
Jackson State University,0.417603263,1395.0
Millsaps College,0.667990019,428.0
University of Mississippi,0.58163336,707.0
Mississippi University for Women,0.366625662,1628.0
Mississippi Valley State University,0.242471444,2079.0
Mississippi College,0.571852024,741.0
Mississippi State University,0.59581296,644.0
Rust College,0.261997326,2022.0
Southeastern Baptist College,0.564102564,782.0
University of Southern Mississippi,0.474632618,1154.0
Tougaloo College,0.505641535,1015.0
William Carey University,0.600654608,635.0
Avila University,0.456316667,1229.0
ITT Technical Institute-Earth City,0.311748583,1863.0
Baptist Bible College,0.321301805,1822.0
Cox College,0.678141379,398.0
Calvary Bible College and Theological Seminary,0.527054054,934.0
Central Christian College of the Bible,0.416670313,1400.0
Central Methodist University-College of Liberal Arts and Sciences,0.465392453,1196.0
University of Central Missouri,0.511101774,987.0
Columbia College,0.41713895,1398.0
Conception Seminary College,0.580654839,710.0
Cottey College,0.590236963,669.0
Culver-Stockton College,0.472117676,1164.0
Drury University,0.540349156,887.0
Evangel University,0.492296765,1065.0
Fontbonne University,0.373671579,1604.0
Hannibal-LaGrange University,0.589355133,673.0
Harris-Stowe State University,0.093157163,2338.0
Hickey College,0.811635274,151.0
Kansas City Art Institute,0.585548128,691.0
Lincoln University,0.257942553,2030.0
Lindenwood University,0.427840149,1352.0
Maryville University of Saint Louis,0.686659247,376.0
Midwestern Baptist Theological Seminary,0.268253659,2006.0
Westwood College-O'Hare Airport,0.378487006,1575.0
Missouri Baptist University,0.413235537,1417.0
Missouri College,0.540582035,883.0
Missouri Southern State University,0.352537972,1688.0
Missouri Valley College,0.2634625,2016.0
Missouri Western State University,0.324991342,1805.0
University of Missouri-Columbia,0.704708192,340.0
University of Missouri-Kansas City,0.494026681,1058.0
Missouri University of Science and Technology,0.638392039,522.0
University of Missouri-St Louis,0.461622388,1213.0
Truman State University,0.726024973,301.0
Northwest Missouri State University,0.510436691,994.0
Ozark Christian College,0.474634783,1153.0
College of the Ozarks,0.634419355,534.0
Park University,0.420891525,1382.0
Stevens Institute of Business & Arts,0.547934247,852.0
Ranken Technical College,0.797647945,173.0
Rockhurst University,0.68940118,368.0
Everest College-Springfield,0.345626385,1726.0
Saint Louis University,0.699655382,348.0
Sanford-Brown College-Fenton,0.497289674,1046.0
Saint Louis Christian College,0.340179381,1750.0
St Louis College of Pharmacy,0.654110273,477.0
Southwest Baptist University,0.528456794,925.0
Stephens College,0.574928859,730.0
Southeast Missouri State University,0.47642364,1143.0
Missouri State University-Springfield,0.543979521,875.0
Washington University in St Louis,0.940295289,19.0
Webster University,0.615958269,587.0
Westminster College,0.696592814,357.0
William Jewell College,0.63431791,535.0
William Woods University,0.524723077,940.0
Carroll College,0.648982287,493.0
Montana State University-Billings,0.471534307,1166.0
University of Great Falls,0.260353306,2025.0
Montana Tech of the University of Montana,0.485231148,1104.0
Montana State University,0.490262975,1079.0
The University of Montana,0.47035911,1171.0
Montana State University-Northern,0.329800792,1792.0
Rocky Mountain College,0.4519,1251.0
Salish Kootenai College,0.500021505,1032.0
The University of Montana-Western,0.365719421,1633.0
Bellevue University,0.352651691,1687.0
Clarkson College,0.490583019,1077.0
Chadron State College,0.37221481,1609.0
Concordia University-Nebraska,0.63074417,551.0
Creighton University,0.75208363,252.0
Doane College-Crete,0.622552767,573.0
Grace University,0.482776552,1116.0
Hastings College,0.565608511,772.0
University of Nebraska at Kearney,0.545860367,865.0
Kaplan University-Lincoln Campus,0.370470466,1617.0
Nebraska Methodist College of Nursing & Allied Health,0.666677778,431.0
Midland University,0.478358763,1133.0
Nebraska Christian College,0.32291875,1813.0
University of Nebraska at Omaha,0.441100464,1291.0
Kaplan University-Omaha Campus,0.389964,1534.0
Nebraska Wesleyan University,0.669806816,421.0
University of Nebraska-Lincoln,0.657565979,467.0
Peru State College,0.374037406,1600.0
College of Saint Mary,0.389214054,1538.0
Union College,0.438419771,1305.0
Wayne State College,0.492877619,1061.0
York College,0.352271591,1690.0
College of Southern Nevada,0.090427086,2341.0
The Art Institute of Las Vegas,0.33337619,1769.0
University of Nevada-Las Vegas,0.422079142,1374.0
University of Nevada-Reno,0.525525393,938.0
Great Basin College,0.431522624,1328.0
Morrison University,0.666654667,433.0
Sierra Nevada College,0.527751852,931.0
Western Nevada College,0.172855556,2202.0
Colby-Sawyer College,0.556723735,816.0
Daniel Webster College,0.508855416,1000.0
Dartmouth College,0.952559827,11.0
Franklin Pierce University,0.469619337,1177.0
Mount Washington College,0.299073102,1916.0
New England College,0.413203802,1418.0
Southern New Hampshire University,0.561895754,791.0
University of New Hampshire-Main Campus,0.779850534,205.0
Keene State College,0.627776212,561.0
University of New Hampshire at Manchester,0.424362927,1365.0
Plymouth State University,0.556597021,817.0
Rivier University,0.550427632,843.0
Saint Anselm College,0.74385,270.0
Granite State College,0.209682258,2146.0
Thomas More College of Liberal Arts,0.395334884,1498.0
Berkeley College-Woodland Park,0.31409627,1851.0
Bloomfield College,0.365656916,1634.0
Caldwell College,0.520893728,958.0
Centenary College,0.527668858,932.0
Drew University,0.687431149,374.0
Fairleigh Dickinson University-Metropolitan Campus,0.464787793,1201.0
Felician College,0.440363486,1296.0
Fairleigh Dickinson University-College at Florham,0.563156579,785.0
Georgian Court University,0.499995833,1038.0
Rowan University,0.708457821,333.0
New Jersey City University,0.32972139,1793.0
Kean University,0.480595387,1127.0
Monmouth University,0.624326905,569.0
Montclair State University,0.632862849,546.0
New Jersey Institute of Technology,0.560018033,798.0
Princeton University,0.964778227,5.0
Rabbinical College of America,0.162804651,2226.0
Ramapo College of New Jersey,0.731432007,291.0
Rider University,0.665501097,437.0
Rutgers University-Camden,0.601280903,631.0
Rutgers University-New Brunswick,0.795044334,178.0
Rutgers University-Newark,0.643324118,505.0
Saint Peter's University,0.528931103,921.0
Seton Hall University,0.652352554,484.0
College of Saint Elizabeth,0.547207547,860.0
Stevens Institute of Technology,0.781424251,204.0
The Richard Stockton College of New Jersey,0.647963155,495.0
Talmudical Academy-New Jersey,0.064509677,2353.0
The College of New Jersey,0.856668524,95.0
William Paterson University of New Jersey,0.488715137,1085.0
Navajo Technical University,0.589815932,671.0
Eastern New Mexico University-Main Campus,0.290613322,1947.0
Institute of American Indian and Alaska Native Culture,0.268319512,2004.0
New Mexico Highlands University,0.172248183,2205.0
New Mexico Institute of Mining and Technology,0.457852874,1225.0
University of New Mexico-Main Campus,0.470277519,1172.0
New Mexico State University-Main Campus,0.437067066,1312.0
Northern New Mexico College,0.151691641,2249.0
Santa Fe University of Art and Design,0.31251375,1859.0
University of the Southwest,0.172716364,2203.0
Western New Mexico University,0.167685535,2217.0
Vaughn College of Aeronautics and Technology,0.37285904,1608.0
Adelphi University,0.641871328,512.0
Globe Institute of Technology,0.176058873,2198.0
Bryant & Stratton College-Albany,0.325726286,1802.0
Albany College of Pharmacy and Health Sciences,0.711712903,323.0
Alfred University,0.627968056,560.0
American Musical and Dramatic Academy,0.642152714,509.0
Bard College,0.766946793,226.0
Barnard College,0.896500091,62.0
Berkeley College-New York,0.326156178,1801.0
Beth Hatalmud Rabbinical College,0.146341463,2257.0
Beth Hamedrash Shaarei Yosher Institute,0.06668,2351.0
Boricua College,0.627316354,562.0
Briarcliffe College,0.356500725,1671.0
Bryant & Stratton College-Amherst,0.387758163,1541.0
Bryant & Stratton College-Syracuse North,0.375005,1596.0
Bryant & Stratton College-Buffalo,0.140276471,2263.0
Bryant & Stratton College-Greece,0.2857,1965.0
Canisius College,0.678526079,397.0
Cazenovia College,0.533783882,905.0
Central Yeshiva Tomchei Tmimim Lubavitz,0.140617578,2262.0
Clarkson University,0.713814759,319.0
Colgate University,0.902504102,55.0
Metropolitan College of New York,0.229868966,2105.0
Columbia University in the City of New York,0.94164185,18.0
Concordia College-New York,0.442934228,1285.0
Cooper Union for the Advancement of Science and Art,0.817552607,140.0
Cornell University,0.933451462,24.0
Culinary Institute of America,0.787806537,191.0
CUNY Bernard M Baruch College,0.647335437,497.0
CUNY Brooklyn College,0.522601281,951.0
College of Staten Island CUNY,0.279373625,1977.0
CUNY City College,0.420007333,1386.0
CUNY Hunter College,0.480809954,1124.0
CUNY John Jay College of Criminal Justice,0.331525842,1784.0
CUNY Lehman College,0.359137535,1659.0
CUNY Medgar Evers College,0.109967315,2321.0
CUNY New York City College of Technology,0.13996466,2264.0
CUNY Queens College,0.556476286,819.0
CUNY York College,0.26107238,2023.0
D'Youville College,0.406014153,1453.0
Daemen College,0.48835487,1087.0
Dominican College of Blauvelt,0.342784591,1740.0
Dowling College,0.349758171,1705.0
Elmira College,0.599684524,638.0
Fashion Institute of Technology,0.710147826,328.0
Five Towns College,0.40490439,1460.0
Fordham University,0.807652618,155.0
Hamilton College,0.918487307,42.0
Hartwick College,0.576422707,725.0
Helene Fuld College of Nursing,0.61765,584.0
Hilbert College,0.428160976,1349.0
Hobart William Smith Colleges,0.775286967,213.0
Hofstra University,0.614569433,589.0
Houghton College,0.703490526,343.0
Iona College,0.63623267,527.0
Ithaca College,0.761534772,233.0
Jamestown Business College,0.450334437,1254.0
Jewish Theological Seminary of America,0.939771084,20.0
The Juilliard School,0.897233645,60.0
Kehilath Yakov Rabbinical Seminary,0.7499775,254.0
Keuka College,0.492116206,1067.0
LIM College,0.499994737,1039.0
Le Moyne College,0.713647725,320.0
LIU Brooklyn,0.326671143,1798.0
LIU Post,0.407359451,1449.0
Machzikei Hadath Rabbinical College,0.370388889,1618.0
Manhattan College,0.741906488,274.0
Manhattan School of Music,0.748752217,257.0
Manhattanville College,0.580429794,712.0
Maria College of Albany,0.262742373,2018.0
Marist College,0.803094458,164.0
Marymount Manhattan College,0.420001111,1387.0
Medaille College,0.475992593,1144.0
Mercy College,0.312418848,1861.0
Mesivta Torah Vodaath Rabbinical Seminary,0.445964865,1272.0
Mesivtha Tifereth Jerusalem of America,0.270283784,2000.0
Mirrer Yeshiva Cent Institute,0.1172125,2308.0
Molloy College,0.644771831,502.0
Monroe College,0.538961421,892.0
Mount Saint Mary College,0.539277487,891.0
College of Mount Saint Vincent,0.540818622,882.0
Nazareth College,0.704389007,341.0
The College of New Rochelle,0.273700369,1993.0
The New School,0.635992827,531.0
New York University,0.841047935,114.0
Niagara University,0.662300347,453.0
New York Institute of Technology,0.466712623,1190.0
New York School of Interior Design,0.529435294,919.0
Nyack College,0.428103268,1350.0
Pace University-New York,0.532573913,911.0
Paul Smiths College of Arts and Science,0.412497306,1421.0
Plaza College,0.706222599,336.0
Polytechnic Institute of New York University,0.595196897,649.0
Davis College,0.488128571,1090.0
Pratt Institute-Main,0.633474531,542.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,0.487169231,1096.0
Rabbinical College Bobover Yeshiva Bnei Zion,0.759998667,236.0
Rabbinical College of Ch'san Sofer New York,0.727266667,297.0
Rabbinical College Beth Shraga,0.049985,2360.0
Rabbinical Seminary M'kor Chaim,0.060593939,2354.0
Rabbinical College of Long Island,0.026656,2368.0
Rabbinical Seminary of America,0.403511696,1469.0
Rensselaer Polytechnic Institute,0.84711709,106.0
Roberts Wesleyan College,0.59878642,639.0
Rochester Institute of Technology,0.628849979,555.0
University of Rochester,0.852917417,99.0
The Sage Colleges,0.544688947,873.0
St Bonaventure University,0.653105172,480.0
St Francis College,0.519953992,961.0
St Lawrence University,0.800009231,169.0
The College of Saint Rose,0.65510838,474.0
St Thomas Aquinas College,0.506982226,1010.0
Sarah Lawrence College,0.724479032,304.0
Sh'or Yoshuv Rabbinical College,0.483126966,1115.0
Siena College,0.767175221,225.0
Skidmore College,0.869275037,82.0
Saint Joseph's College-New York,0.698205201,350.0
Saint John Fisher College,0.738499279,280.0
St John's University-New York,0.571695679,742.0
SUNY College of Technology at Alfred,0.4757,1147.0
SUNY College of Technology at Canton,0.309245649,1881.0
SUNY College of Technology at Delhi,0.390798589,1525.0
SUNY College of Agriculture and Technology at Cobleskill,0.321356375,1821.0
Farmingdale State College,0.4462,1269.0
Morrisville State College,0.287841697,1955.0
SUNY at Albany,0.653957931,478.0
SUNY at Binghamton,0.800796625,168.0
University at Buffalo,0.711045393,325.0
Stony Brook University,0.677875087,399.0
SUNY College of Environmental Science and Forestry,0.695144715,359.0
SUNY Institute of Technology at Utica-Rome,0.420412613,1385.0
SUNY College at Brockport,0.670220312,418.0
Buffalo State SUNY,0.484934767,1107.0
SUNY College at Cortland,0.692047175,364.0
SUNY at Fredonia,0.643072881,506.0
SUNY College at Geneseo,0.785593501,193.0
State University of New York at New Paltz,0.716218954,315.0
SUNY Oneonta,0.681701768,386.0
SUNY College at Oswego,0.578746239,719.0
SUNY College at Potsdam,0.513623496,980.0
SUNY at Purchase College,0.591863782,664.0
SUNY College at Old Westbury,0.357838981,1663.0
SUNY College at Plattsburgh,0.604256765,621.0
SUNY Empire State College,0.276681308,1985.0
SUNY Maritime College,0.477139706,1141.0
Syracuse University,0.813727408,146.0
Talmudical Seminary Oholei Torah,0.053054545,2359.0
Torah Temimah Talmudical Seminary,0.023489412,2370.0
Touro College,0.306334476,1895.0
Trocaire College,0.288894074,1952.0
Union College,0.8554,96.0
United Talmudical Seminary,0.438875847,1303.0
United States Merchant Marine Academy,0.746703429,264.0
Utica College,0.473104863,1162.0
Vassar College,0.92194803,39.0
Villa Maria College,0.318732271,1830.0
School of Visual Arts,0.6626,451.0
Wagner College,0.635720908,532.0
Webb Institute,0.851031915,103.0
Wells College,0.568942229,760.0
The College of Westchester,0.377360849,1583.0
Yeshiva Karlin Stolin,0.517244828,968.0
Yeshivat Mikdash Melech,0.064529032,2352.0
Yeshiva Derech Chaim,0.314242857,1849.0
Yeshiva of Nitra Rabbinical College,0.223228571,2121.0
Yeshiva Shaar Hatorah,0.824568421,134.0
Yeshiva University,0.846211918,107.0
Yeshivath Viznitz,0.761016981,234.0
The Art Institute of Charlotte,0.366593516,1629.0
Appalachian State University,0.673900129,409.0
Barton College,0.481689908,1119.0
Belmont Abbey College,0.406960123,1450.0
Bennett College,0.407751456,1447.0
Brevard College,0.370319395,1619.0
Cabarrus College of Health Sciences,0.710134783,329.0
Campbell University,0.500605012,1031.0
Catawba College,0.515678824,976.0
Chowan University,0.243029013,2077.0
Davidson College,0.924350811,33.0
Duke University,0.943792904,16.0
East Carolina University,0.572774596,739.0
Elizabeth City State University,0.420940306,1381.0
Elon University,0.825239782,133.0
Fayetteville State University,0.317142286,1836.0
Gardner-Webb University,0.521885033,956.0
Greensboro College,0.325530913,1803.0
Guilford College,0.567502384,764.0
Heritage Bible College,0.245619298,2070.0
High Point University,0.612516,594.0
Johnson C Smith University,0.42956994,1340.0
Lees-McRae College,0.361794607,1646.0
Lenoir-Rhyne University,0.488769188,1083.0
Livingstone College,0.214035788,2140.0
Mars Hill University,0.418053959,1393.0
Meredith College,0.609594766,602.0
Methodist University,0.403620862,1467.0
Miller-Motte College-Wilmington,0.257534448,2035.0
Montreat College,0.400012927,1478.0
Mount Olive College,0.39782646,1485.0
North Carolina A & T State University,0.426966758,1354.0
University of North Carolina at Asheville,0.573776274,735.0
University of North Carolina at Chapel Hill,0.896934836,61.0
University of North Carolina at Charlotte,0.536376872,896.0
University of North Carolina at Greensboro,0.548535935,849.0
North Carolina Central University,0.409723745,1438.0
University of North Carolina School of the Arts,0.616244324,586.0
North Carolina State University at Raleigh,0.721404089,307.0
North Carolina Wesleyan College,0.285159923,1967.0
University of North Carolina Wilmington,0.698202081,351.0
William Peace University,0.354086686,1680.0
University of North Carolina at Pembroke,0.334001823,1767.0
Pfeiffer University,0.44678,1267.0
Piedmont International University,0.355555556,1674.5
Queens University of Charlotte,0.523833333,947.0
Mid-Atlantic Christian University,0.603769811,625.0
Saint Augustine's University,0.320523077,1825.0
Salem College,0.6324,547.0
Shaw University,0.279267797,1978.0
St Andrews University,0.420548655,1384.0
Southeastern Baptist Theological Seminary,0.5556,821.0
Wake Forest University,0.869740812,81.0
Warren Wilson College,0.53931441,890.0
Wingate University,0.492,1068.0
Winston-Salem State University,0.429817234,1336.0
Western Carolina University,0.493427218,1059.0
Rasmussen College-North Dakota,0.333349495,1772.0
Bismarck State College,0.408032551,1444.0
Dickinson State University,0.385159448,1548.0
Fort Berthold Community College,0.19765814,2169.0
University of Jamestown,0.521894024,955.0
University of Mary,0.490636547,1076.0
Mayville State University,0.380574336,1565.0
Minot State University,0.352693629,1685.0
University of North Dakota,0.547800865,855.0
North Dakota State University-Main Campus,0.529183673,920.0
Sitting Bull College,0.13977957,2265.0
Trinity Bible College,0.382117073,1560.0
Turtle Mountain Community College,0.30235814,1908.0
United Tribes Technical College,0.160874825,2231.0
Valley City State University,0.437680886,1308.0
Akron Institute of Herzing University,0.36037027,1653.0
University of Akron Main Campus,0.413361504,1416.0
Allegheny Wesleyan College,0.339282143,1752.0
Art Academy of Cincinnati,0.529447059,918.0
Ashland University,0.583414585,698.0
Baldwin Wallace University,0.695668454,358.0
Bluffton University,0.579415884,716.0
Bowling Green State University-Main Campus,0.560006728,799.0
Bryant & Stratton College-Parma,0.160270992,2232.0
Capital University,0.586920046,683.0
Case Western Reserve University,0.791792222,183.0
Cedarville University,0.724171739,305.0
Central State University,0.260270428,2026.0
Cincinnati Christian University,0.391771269,1520.0
Cincinnati College of Mortuary Science,0.612234694,595.0
University of Cincinnati-Main Campus,0.564816507,774.0
University of Cincinnati-Clermont College,0.236460714,2093.0
University of Cincinnati-Blue Ash College,0.206893103,2152.0
Ohio Christian University,0.347834783,1713.0
Cleveland Institute of Art,0.601085393,633.0
Cleveland Institute of Music,0.705856303,338.0
Cleveland State University,0.327088119,1797.0
Columbus College of Art and Design,0.569785022,752.0
University of Dayton,0.773754299,215.0
Defiance College,0.479152967,1131.0
Denison University,0.834185492,120.0
Bryant & Stratton College-Cleveland,0.05778,2355.0
The University of Findlay,0.545469091,866.0
Franklin University,0.131062759,2283.0
Gods Bible School and College,0.453711111,1242.0
Heidelberg University,0.515741981,975.0
Hiram College,0.637051981,526.0
ITT Technical Institute-Dayton,0.309295876,1880.0
John Carroll University,0.7528,251.0
Kent State University at Ashtabula,0.133342564,2278.0
Kent State University at East Liverpool,0.169058937,2214.0
Kent State University at Stark,0.256516989,2037.0
Kent State University at Trumbull,0.232607692,2101.0
Kent State University at Tuscarawas,0.191334727,2176.0
Kent State University at Salem,0.260246784,2027.0
Kent State University at Kent,0.516724867,972.0
Kent State University at Geauga,0.204874146,2158.0
Kenyon College,0.895045355,64.0
Kettering College,0.599977273,637.0
Lake Erie College,0.45926087,1219.0
Lourdes University,0.357775688,1664.0
Malone University,0.604399451,620.0
Marietta College,0.590534831,668.0
Mercy College of Ohio,0.567536937,763.0
Miami University-Hamilton,0.262163773,2021.0
Miami University-Middletown,0.2479652,2063.0
Miami University-Oxford,0.803533362,162.0
Mount Carmel College of Nursing,0.634592308,533.0
University of Mount Union,0.637908625,523.0
Mount Vernon Nazarene University,0.576187356,728.0
College of Mount St Joseph,0.580756522,709.0
Muskingum University,0.487637927,1093.0
Brown Mackie College-North Canton,0.35695,1668.0
Notre Dame College,0.371472527,1613.0
University of Northwestern Ohio,0.617220272,585.0
Oberlin College,0.86627117,85.0
Ohio Dominican University,0.410720537,1430.0
Ohio Northern University,0.709658879,331.0
Ohio State University-Lima Campus,0.371547648,1611.0
Ohio State University-Mansfield Campus,0.411620134,1425.0
Ohio State University-Marion Campus,0.446156593,1271.0
Ohio State University-Newark Campus,0.402967647,1470.0
Ohio State University-Main Campus,0.828265531,125.0
Ohio University-Eastern Campus,0.313176604,1855.0
Ohio University-Chillicothe Campus,0.276647846,1986.0
Ohio University-Southern Campus,0.2464499,2066.0
Ohio University-Lancaster Campus,0.282781833,1971.0
Ohio University-Main Campus,0.650928149,488.0
Ohio University-Zanesville Campus,0.363808936,1641.0
Ohio Wesleyan University,0.656713521,472.0
Otterbein University,0.587579845,682.0
Pontifical College Josephinum,0.611077778,599.0
Rabbinical College Telshe,0.216224324,2133.0
Fortis College-Centerville,0.7104,327.0
University of Rio Grande,0.430866551,1331.0
Shawnee State University,0.281037412,1974.0
Brown Mackie College-Cincinnati,0.308500709,1888.0
Brown Mackie College-Akron,0.287117097,1959.0
Franciscan University of Steubenville,0.770159567,222.0
Ohio Mid-Western College,0.114759016,2312.0
Tiffin University,0.41887622,1392.0
University of Toledo,0.447268813,1263.0
Union Institute & University,0.29033871,1948.0
Urbana University,0.31799205,1832.0
Ursuline College,0.517116239,970.0
Walsh University,0.598069181,640.0
Wilberforce University,0.39120709,1522.0
Wilmington College,0.397581472,1487.0
Wittenberg University,0.639110667,519.0
The College of Wooster,0.753638017,249.0
Wright State University-Main Campus,0.410003649,1435.0
Wright State University-Lake Campus,0.477302273,1139.0
Xavier University,0.773060359,217.0
